resample,threshold,oob_cpwer,oob_compute,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
3191,0.01,0.809945,1.342425,30,24,0.38961,0.8
3192,0.01,0.809288,1.305736,28,20,0.363636,0.714286
3193,0.01,0.714699,1.372801,31,27,0.402597,0.870968
3194,0.01,0.921169,1.301207,27,19,0.350649,0.703704
3195,0.01,0.799885,1.358994,31,26,0.402597,0.83871
3196,0.01,0.800146,1.382171,28,25,0.363636,0.892857
3197,0.01,0.807789,1.382171,28,25,0.363636,0.892857
3198,0.01,0.764522,1.366884,28,24,0.363636,0.857143
3199,0.01,0.86243,1.354233,29,24,0.376623,0.827586
3200,0.01,0.782356,1.366884,28,24,0.363636,0.857143
3201,0.01,0.807804,1.342425,25,20,0.324675,0.8
3202,0.01,0.664692,1.364619,27,23,0.350649,0.851852
3203,0.01,0.715809,1.386609,31,28,0.402597,0.903226
3204,0.01,0.745887,1.331379,31,24,0.402597,0.774194
3205,0.01,0.83586,1.366884,28,24,0.363636,0.857143
3206,0.01,0.804307,1.338858,24,19,0.311688,0.791667
3207,0.01,0.739694,1.345717,26,21,0.337662,0.807692
3208,0.01,0.765932,1.374527,32,28,0.415584,0.875
3209,0.01,0.782401,1.351597,28,23,0.363636,0.821429
3210,0.01,0.834913,1.342425,30,24,0.38961,0.8
3211,0.01,0.817842,1.325304,25,19,0.324675,0.76
3212,0.01,0.745539,1.368992,29,25,0.376623,0.862069
3213,0.01,0.713615,1.350207,33,27,0.428571,0.818182
3214,0.01,0.854885,1.36218,26,22,0.337662,0.846154
3215,0.01,0.758382,1.386609,31,28,0.402597,0.903226
3216,0.01,0.798384,1.383752,29,26,0.376623,0.896552
3217,0.01,0.784909,1.365085,34,29,0.441558,0.852941
3218,0.01,0.773872,1.354233,29,24,0.376623,0.827586
3219,0.01,0.72417,1.399496,30,28,0.38961,0.933333
3220,0.01,0.814461,1.354233,29,24,0.376623,0.827586
3221,0.01,0.826761,1.372201,23,20,0.298701,0.869565
3222,0.01,0.762546,1.332913,27,21,0.350649,0.777778
3223,0.01,0.733239,1.368992,29,25,0.376623,0.862069
3224,0.01,0.795573,1.332913,27,21,0.350649,0.777778
3225,0.01,0.672422,1.36218,26,22,0.337662,0.846154
3226,0.01,0.714893,1.364619,27,23,0.350649,0.851852
3227,0.01,0.765711,1.36218,26,22,0.337662,0.846154
3228,0.01,0.842275,1.351597,28,23,0.363636,0.821429
3229,0.01,0.817456,1.324266,33,25,0.428571,0.757576
3230,0.01,0.768455,1.36218,26,22,0.337662,0.846154
3231,0.01,0.867393,1.339473,29,23,0.376623,0.793103
3232,0.01,0.730699,1.380472,27,24,0.350649,0.888889
3233,0.01,0.804202,1.374527,24,21,0.311688,0.875
3234,0.01,0.746553,1.345717,26,21,0.337662,0.807692
3235,0.01,0.705506,1.412178,27,26,0.350649,0.962963
3236,0.01,0.817989,1.312792,26,19,0.337662,0.730769
3237,0.01,0.743464,1.372801,31,27,0.402597,0.870968
3238,0.01,0.820528,1.382171,28,25,0.363636,0.892857
3239,0.01,0.699537,1.390811,23,21,0.298701,0.913043
3240,0.01,0.777561,1.354233,29,24,0.376623,0.827586
3241,0.01,0.71016,1.387903,32,29,0.415584,0.90625
3242,0.01,0.847908,1.37096,30,26,0.38961,0.866667
3243,0.01,0.765841,1.351597,28,23,0.363636,0.821429
3244,0.01,0.763293,1.351597,28,23,0.363636,0.821429
3245,0.01,0.78953,1.358994,31,26,0.402597,0.83871
3246,0.01,0.806378,1.342425,30,24,0.38961,0.8
3247,0.01,0.776032,1.351597,28,23,0.363636,0.821429
3248,0.01,0.76247,1.414655,32,31,0.415584,0.96875
3249,0.01,0.684431,1.350207,33,27,0.428571,0.818182
3250,0.01,0.824128,1.37096,30,26,0.38961,0.866667
3251,0.01,0.716019,1.368992,29,25,0.376623,0.862069
3252,0.01,0.744004,1.412744,28,27,0.363636,0.964286
3253,0.01,0.802769,1.356693,30,25,0.38961,0.833333
3254,0.01,0.706136,1.383752,29,26,0.376623,0.896552
3255,0.01,0.772555,1.383752,29,26,0.376623,0.896552
3256,0.01,0.702937,1.342425,30,24,0.38961,0.8
3257,0.01,0.749381,1.31706,27,20,0.350649,0.740741
3258,0.01,0.778534,1.366884,28,24,0.363636,0.857143
3259,0.01,0.787553,1.364619,27,23,0.350649,0.851852
3260,0.01,0.801381,1.36218,26,22,0.337662,0.846154
3261,0.01,0.75433,1.366884,28,24,0.363636,0.857143
3262,0.01,0.900846,1.361151,32,27,0.415584,0.84375
3263,0.01,0.86832,1.303189,24,17,0.311688,0.708333
3264,0.01,0.738273,1.36218,26,22,0.337662,0.846154
3265,0.01,0.839122,1.348766,27,22,0.350649,0.814815
3266,0.01,0.755604,1.366884,28,24,0.363636,0.857143
3267,0.01,0.765459,1.363178,33,28,0.428571,0.848485
3268,0.01,0.774623,1.397457,28,26,0.363636,0.928571
3269,0.01,0.862386,1.368992,29,25,0.376623,0.862069
3270,0.01,0.786078,1.358994,31,26,0.402597,0.83871
3271,0.01,0.698279,1.366884,28,24,0.363636,0.857143
3272,0.01,0.791352,1.314729,34,25,0.441558,0.735294
3273,0.01,0.787354,1.342425,30,24,0.38961,0.8
3274,0.01,0.774889,1.361151,32,27,0.415584,0.84375
3275,0.01,0.774531,1.372801,31,27,0.402597,0.870968
3276,0.01,0.752875,1.383752,29,26,0.376623,0.896552
3277,0.01,0.710835,1.36218,26,22,0.337662,0.846154
3278,0.01,0.780089,1.350207,22,18,0.285714,0.818182
3279,0.01,0.757013,1.321023,28,21,0.363636,0.75
3280,0.01,0.853513,1.36218,26,22,0.337662,0.846154
3281,0.01,0.856325,1.338858,24,19,0.311688,0.791667
3282,0.01,0.767141,1.342425,30,24,0.38961,0.8
3283,0.01,0.836433,1.364619,27,23,0.350649,0.851852
3284,0.01,0.755252,1.342425,30,24,0.38961,0.8
3285,0.01,0.765285,1.386609,31,28,0.402597,0.903226
3286,0.01,0.783338,1.372201,23,20,0.298701,0.869565
3287,0.01,0.864023,1.374527,32,28,0.415584,0.875
3288,0.01,0.716597,1.390811,23,21,0.298701,0.913043
3289,0.01,0.788985,1.378643,26,23,0.337662,0.884615
3290,0.01,0.753548,1.327318,34,26,0.441558,0.764706
3291,0.01,0.849139,1.356693,30,25,0.38961,0.833333
3292,0.01,0.735699,1.368992,29,25,0.376623,0.862069
3293,0.01,0.80572,1.331379,31,24,0.402597,0.774194
3294,0.01,0.75639,1.359546,25,21,0.324675,0.84
3295,0.01,0.774758,1.351597,28,23,0.363636,0.821429
3296,0.01,0.767809,1.324713,29,22,0.376623,0.758621
3297,0.01,0.810198,1.301207,27,19,0.350649,0.703704
3298,0.01,0.78386,1.365085,34,29,0.441558,0.852941
3299,0.01,0.783643,1.329255,26,20,0.337662,0.769231
3300,0.01,0.765407,1.345186,31,25,0.402597,0.806452
3301,0.01,0.81284,1.397457,28,26,0.363636,0.928571
3302,0.01,0.808021,1.331379,31,24,0.402597,0.774194
3303,0.01,0.831562,1.36218,26,22,0.337662,0.846154
3304,0.01,0.680557,1.395106,26,24,0.337662,0.923077
3305,0.01,0.813693,1.358994,31,26,0.402597,0.83871
3306,0.01,0.774144,1.350207,33,27,0.428571,0.818182
3307,0.01,0.740942,1.356693,30,25,0.38961,0.833333
3308,0.01,0.782311,1.382171,28,25,0.363636,0.892857
3309,0.01,0.764679,1.37096,30,26,0.38961,0.866667
3310,0.01,0.686813,1.366884,28,24,0.363636,0.857143
3311,0.01,0.79453,1.328157,30,23,0.38961,0.766667
3312,0.01,0.753364,1.36218,26,22,0.337662,0.846154
3313,0.01,0.8489,1.354233,29,24,0.376623,0.827586
3314,0.01,0.79306,1.350207,22,18,0.285714,0.818182
3315,0.01,0.728747,1.350207,33,27,0.428571,0.818182
3316,0.01,0.782401,1.351597,28,23,0.363636,0.821429
3317,0.01,0.79211,1.342425,25,20,0.324675,0.8
3318,0.01,0.754526,1.364619,27,23,0.350649,0.851852
3319,0.01,0.746172,1.353591,23,19,0.298701,0.826087
3320,0.01,0.821703,1.350207,33,27,0.428571,0.818182
3321,0.01,0.88485,1.342425,25,20,0.324675,0.8
3322,0.01,0.736496,1.366884,28,24,0.363636,0.857143
3323,0.01,0.76032,1.387903,32,29,0.415584,0.90625
3324,0.01,0.779157,1.299622,30,21,0.38961,0.7
3325,0.01,0.756273,1.399496,30,28,0.38961,0.933333
3326,0.01,0.749297,1.345717,26,21,0.337662,0.807692
3327,0.01,0.901578,1.345717,26,21,0.337662,0.807692
3328,0.01,0.777741,1.376667,25,22,0.324675,0.88
3329,0.01,0.738719,1.348766,27,22,0.350649,0.814815
3330,0.01,0.829177,1.368992,29,25,0.376623,0.862069
3331,0.01,0.777396,1.321023,28,21,0.363636,0.75
3332,0.01,0.754021,1.356693,30,25,0.38961,0.833333
3333,0.01,0.730822,1.354233,29,24,0.376623,0.827586
3334,0.01,0.828217,1.366884,28,24,0.363636,0.857143
3335,0.01,0.69634,1.368992,29,25,0.376623,0.862069
3336,0.01,0.84433,1.374527,24,21,0.311688,0.875
3337,0.01,0.723847,1.33631,28,22,0.363636,0.785714
3338,0.01,0.831346,1.342425,30,24,0.38961,0.8
3339,0.01,0.815523,1.351597,28,23,0.363636,0.821429
3340,0.01,0.766477,1.372801,31,27,0.402597,0.870968
3341,0.01,0.738821,1.386609,31,28,0.402597,0.903226
3342,0.01,0.805851,1.354233,29,24,0.376623,0.827586
3343,0.01,0.705922,1.366884,28,24,0.363636,0.857143
3344,0.01,0.743918,1.337237,33,26,0.428571,0.787879
3345,0.01,0.773304,1.412744,28,27,0.363636,0.964286
3346,0.01,0.833724,1.342425,30,24,0.38961,0.8
3347,0.01,0.746899,1.324713,29,22,0.376623,0.758621
3348,0.01,0.748165,1.363178,33,28,0.428571,0.848485
3349,0.01,0.731355,1.382171,28,25,0.363636,0.892857
3350,0.01,0.749349,1.328157,30,23,0.38961,0.766667
3351,0.01,0.748034,1.37096,30,26,0.38961,0.866667
3352,0.01,0.775663,1.364619,27,23,0.350649,0.851852
3353,0.01,0.806708,1.386609,31,28,0.402597,0.903226
3354,0.01,0.798215,1.332913,27,21,0.350649,0.777778
3355,0.01,0.858938,1.348766,27,22,0.350649,0.814815
3356,0.01,0.794084,1.409421,23,22,0.298701,0.956522
3357,0.01,0.740053,1.358994,31,26,0.402597,0.83871
3358,0.01,0.763248,1.366884,28,24,0.363636,0.857143
3359,0.01,0.842047,1.342425,30,24,0.38961,0.8
3360,0.01,0.668755,1.345186,31,25,0.402597,0.806452
3361,0.01,0.756973,1.372201,23,20,0.298701,0.869565
3362,0.01,0.77538,1.37096,30,26,0.38961,0.866667
3363,0.01,0.787613,1.378643,26,23,0.337662,0.884615
3364,0.01,0.729697,1.358994,31,26,0.402597,0.83871
3365,0.01,0.842923,1.347775,32,26,0.415584,0.8125
3366,0.01,0.812356,1.36218,26,22,0.337662,0.846154
3367,0.01,0.777486,1.29045,28,19,0.363636,0.678571
3368,0.01,0.738626,1.380472,27,24,0.350649,0.888889
3369,0.01,0.709869,1.368992,29,25,0.376623,0.862069
3370,0.01,0.699763,1.395106,26,24,0.337662,0.923077
3371,0.01,0.769888,1.386609,31,28,0.402597,0.903226
3372,0.01,0.704853,1.389119,33,30,0.428571,0.909091
3373,0.01,0.762019,1.351597,28,23,0.363636,0.821429
3374,0.01,0.771453,1.392362,24,22,0.311688,0.916667
3375,0.01,0.80168,1.347775,32,26,0.415584,0.8125
3376,0.01,0.762109,1.321023,28,21,0.363636,0.75
3377,0.01,0.796433,1.358994,31,26,0.402597,0.83871
3378,0.01,0.826943,1.366884,28,24,0.363636,0.857143
3379,0.01,0.779174,1.358994,31,26,0.402597,0.83871
3380,0.01,0.837801,1.348766,27,22,0.350649,0.814815
3381,0.01,0.733326,1.339473,29,23,0.376623,0.793103
3382,0.01,0.814175,1.337237,33,26,0.428571,0.787879
3383,0.01,0.762919,1.378643,26,23,0.337662,0.884615
3384,0.01,0.738159,1.368992,29,25,0.376623,0.862069
3385,0.01,0.854837,1.359546,25,21,0.324675,0.84
3386,0.01,0.785049,1.317571,31,23,0.402597,0.741935
3387,0.01,0.753056,1.366884,28,24,0.363636,0.857143
3388,0.01,0.773044,1.356693,30,25,0.38961,0.833333
3389,0.01,0.806708,1.386609,31,28,0.402597,0.903226
3390,0.01,0.743383,1.400416,31,29,0.402597,0.935484
3391,0.01,0.746552,1.412744,28,27,0.363636,0.964286
3392,0.01,0.797197,1.368992,29,25,0.376623,0.862069
3393,0.01,0.725946,1.339473,29,23,0.376623,0.793103
3394,0.01,0.783755,1.339473,29,23,0.376623,0.793103
3395,0.01,0.812088,1.324713,29,22,0.376623,0.758621
3396,0.01,0.779978,1.368992,29,25,0.376623,0.862069
3397,0.01,0.7343,1.358994,31,26,0.402597,0.83871
3398,0.01,0.665419,1.390811,23,21,0.298701,0.913043
3399,0.01,0.742871,1.390264,34,31,0.441558,0.911765
3400,0.01,0.829346,1.324266,33,25,0.428571,0.757576
3401,0.01,0.720896,1.383752,29,26,0.376623,0.896552
3402,0.01,0.769519,1.342425,30,24,0.38961,0.8
3403,0.01,0.841308,1.358994,31,26,0.402597,0.83871
3404,0.01,0.790195,1.364619,27,23,0.350649,0.851852
3405,0.01,0.694457,1.366884,28,24,0.363636,0.857143
3406,0.01,0.700272,1.338858,24,19,0.311688,0.791667
3407,0.01,0.78359,1.364619,27,23,0.350649,0.851852
3408,0.01,0.792637,1.33631,28,22,0.363636,0.785714
3409,0.01,0.814114,1.397457,28,26,0.363636,0.928571
3410,0.01,0.730302,1.361151,32,27,0.415584,0.84375
3411,0.01,0.743079,1.368992,29,25,0.376623,0.862069
3412,0.01,0.732811,1.392362,24,22,0.311688,0.916667
3413,0.01,0.864141,1.334399,32,25,0.415584,0.78125
3414,0.01,0.789861,1.354233,29,24,0.376623,0.827586
3415,0.01,0.787401,1.354233,29,24,0.376623,0.827586
3416,0.01,0.909837,1.33631,28,22,0.363636,0.785714
3417,0.01,0.770708,1.342425,30,24,0.38961,0.8
3418,0.01,0.807227,1.356693,24,20,0.311688,0.833333
3419,0.01,0.852379,1.332913,27,21,0.350649,0.777778
3420,0.01,0.848943,1.339473,29,23,0.376623,0.793103
3421,0.01,0.847992,1.342425,30,24,0.38961,0.8
3422,0.01,0.774612,1.345186,31,25,0.402597,0.806452
3423,0.01,0.723757,1.366884,28,24,0.363636,0.857143
3424,0.01,0.807175,1.374527,24,21,0.311688,0.875
3425,0.01,0.809063,1.382171,28,25,0.363636,0.892857
3426,0.01,0.705026,1.359546,25,21,0.324675,0.84
3427,0.01,0.738115,1.383752,29,26,0.376623,0.896552
3428,0.01,0.788921,1.348766,27,22,0.350649,0.814815
3429,0.01,0.715851,1.347775,32,26,0.415584,0.8125
3430,0.01,0.774572,1.358994,31,26,0.402597,0.83871
3431,0.01,0.826164,1.361151,32,27,0.415584,0.84375
3432,0.01,0.79229,1.352496,34,28,0.441558,0.823529
3433,0.01,0.755893,1.348766,27,22,0.350649,0.814815
3434,0.01,0.807834,1.366884,28,24,0.363636,0.857143
3435,0.01,0.829874,1.348766,27,22,0.350649,0.814815
3436,0.01,0.840117,1.372801,31,27,0.402597,0.870968
3437,0.01,0.690096,1.387903,32,29,0.415584,0.90625
3438,0.01,0.653216,1.36218,26,22,0.337662,0.846154
3439,0.01,0.757546,1.37096,30,26,0.38961,0.866667
3440,0.01,0.745614,1.385228,30,27,0.38961,0.9
3441,0.01,0.781677,1.409421,23,22,0.298701,0.956522
3442,0.01,0.858891,1.364619,27,23,0.350649,0.851852
3443,0.01,0.805545,1.345717,26,21,0.337662,0.807692
3444,0.01,0.680444,1.366884,28,24,0.363636,0.857143
3445,0.01,0.841348,1.345186,31,25,0.402597,0.806452
3446,0.01,0.806868,1.36218,26,22,0.337662,0.846154
3447,0.01,0.768298,1.382171,28,25,0.363636,0.892857
3448,0.01,0.795115,1.291061,25,17,0.324675,0.68
3449,0.01,0.832954,1.339473,29,23,0.376623,0.793103
3450,0.01,0.776832,1.372801,31,27,0.402597,0.870968
3451,0.01,0.734761,1.361151,32,27,0.415584,0.84375
3452,0.01,0.809063,1.382171,28,25,0.363636,0.892857
3453,0.01,0.860019,1.382171,28,25,0.363636,0.892857
3454,0.01,0.767635,1.383752,29,26,0.376623,0.896552
3455,0.01,0.72033,1.414224,31,30,0.402597,0.967742
3456,0.01,0.829351,1.309953,29,21,0.376623,0.724138
3457,0.01,0.774144,1.350207,33,27,0.428571,0.818182
3458,0.01,0.808151,1.372201,23,20,0.298701,0.869565
3459,0.01,0.807124,1.339473,29,23,0.376623,0.793103
3460,0.01,0.685969,1.31706,27,20,0.350649,0.740741
3461,0.01,0.767722,1.354233,29,24,0.376623,0.827586
3462,0.01,0.777216,1.382171,28,25,0.363636,0.892857
3463,0.01,0.78938,1.361151,32,27,0.415584,0.84375
3464,0.01,0.824497,1.380472,27,24,0.350649,0.888889
3465,0.01,0.805466,1.305736,28,20,0.363636,0.714286
3466,0.01,0.738766,1.332913,27,21,0.350649,0.777778
3467,0.01,0.851447,1.324713,29,22,0.376623,0.758621
3468,0.01,0.830581,1.309953,29,21,0.376623,0.724138
3469,0.01,0.737398,1.348766,27,22,0.350649,0.814815
3470,0.01,0.80062,1.359546,25,21,0.324675,0.84
3471,0.01,0.854885,1.36218,26,22,0.337662,0.846154
3472,0.01,0.729003,1.390811,23,21,0.298701,0.913043
3473,0.01,0.734109,1.378643,26,23,0.337662,0.884615
3474,0.01,0.762845,1.339473,29,23,0.376623,0.793103
3475,0.01,0.644724,1.354233,29,24,0.376623,0.827586
3476,0.01,0.723947,1.374527,24,21,0.311688,0.875
3477,0.01,0.773774,1.361151,32,27,0.415584,0.84375
3478,0.01,0.812962,1.428031,24,24,0.311688,1.0
3479,0.01,0.853895,1.356693,30,25,0.38961,0.833333
3480,0.01,0.854836,1.378643,26,23,0.337662,0.884615
3481,0.01,0.857374,1.361151,32,27,0.415584,0.84375
3482,0.01,0.781325,1.37096,30,26,0.38961,0.866667
3483,0.01,0.768298,1.382171,28,25,0.363636,0.892857
3484,0.01,0.780936,1.368582,36,31,0.467532,0.861111
3485,0.01,0.79514,1.351597,28,23,0.363636,0.821429
3486,0.01,0.740227,1.397457,28,26,0.363636,0.928571
3487,0.01,0.829508,1.361151,32,27,0.415584,0.84375
3488,0.01,0.824976,1.325304,25,19,0.324675,0.76
3489,0.01,0.759068,1.368992,29,25,0.376623,0.862069
3490,0.01,0.749415,1.305736,28,20,0.363636,0.714286
3491,0.01,0.69019,1.368992,29,25,0.376623,0.862069
3492,0.01,0.768778,1.413271,29,28,0.376623,0.965517
3493,0.01,0.772642,1.354233,29,24,0.376623,0.827586
3494,0.01,0.71926,1.386609,31,28,0.402597,0.903226
3495,0.01,0.784814,1.397457,28,26,0.363636,0.928571
3496,0.01,0.731483,1.338858,24,19,0.311688,0.791667
3497,0.01,0.671572,1.351597,28,23,0.363636,0.821429
3498,0.01,0.793341,1.328157,30,23,0.38961,0.766667
3499,0.01,0.803524,1.342425,25,20,0.324675,0.8
3500,0.01,0.757838,1.368992,29,25,0.376623,0.862069
3501,0.01,0.846702,1.345717,26,21,0.337662,0.807692
3502,0.01,0.781577,1.361151,32,27,0.415584,0.84375
3503,0.01,0.794404,1.37096,30,26,0.38961,0.866667
3504,0.01,0.770182,1.354233,29,24,0.376623,0.827586
3505,0.01,0.714697,1.361151,32,27,0.415584,0.84375
3506,0.01,0.755014,1.342425,25,20,0.324675,0.8
3507,0.01,0.710588,1.368582,36,31,0.467532,0.861111
3508,0.01,0.718661,1.366884,28,24,0.363636,0.857143
3509,0.01,0.688425,1.380472,27,24,0.350649,0.888889
3510,0.01,0.837333,1.328157,30,23,0.38961,0.766667
3511,0.01,0.779093,1.386609,31,28,0.402597,0.903226
3512,0.01,0.790921,1.342425,30,24,0.38961,0.8
3513,0.01,0.8254,1.398512,29,27,0.376623,0.931034
3514,0.01,0.807293,1.334399,32,25,0.415584,0.78125
3515,0.01,0.801987,1.413271,29,28,0.376623,0.965517
3516,0.01,0.822195,1.321023,24,18,0.311688,0.75
3517,0.01,0.81126,1.299622,30,21,0.38961,0.7
3518,0.01,0.783703,1.37096,30,26,0.38961,0.866667
3519,0.01,0.701776,1.332913,27,21,0.350649,0.777778
3520,0.01,0.766492,1.354233,29,24,0.376623,0.827586
3521,0.01,0.903467,1.33631,28,22,0.363636,0.785714
3522,0.01,0.763532,1.356693,30,25,0.38961,0.833333
3523,0.01,0.745572,1.399496,30,28,0.38961,0.933333
3524,0.01,0.819007,1.372201,23,20,0.298701,0.869565
3525,0.01,0.760886,1.317571,31,23,0.402597,0.741935
3526,0.01,0.785004,1.332913,27,21,0.350649,0.777778
3527,0.01,0.705599,1.380472,27,24,0.350649,0.888889
3528,0.01,0.761207,1.338858,24,19,0.311688,0.791667
3529,0.01,0.783605,1.303189,24,17,0.311688,0.708333
3530,0.01,0.741456,1.412744,28,27,0.363636,0.964286
3531,0.01,0.794521,1.36218,26,22,0.337662,0.846154
3532,0.01,0.726304,1.366884,28,24,0.363636,0.857143
3533,0.01,0.818295,1.358994,31,26,0.402597,0.83871
3534,0.01,0.684976,1.385228,30,27,0.38961,0.9
3535,0.01,0.784904,1.366884,28,24,0.363636,0.857143
3536,0.01,0.819527,1.331379,31,24,0.402597,0.774194
3537,0.01,0.74792,1.364619,27,23,0.350649,0.851852
3538,0.01,0.87978,1.309953,29,21,0.376623,0.724138
3539,0.01,0.748014,1.332913,27,21,0.350649,0.777778
3540,0.01,0.803625,1.308182,25,18,0.324675,0.72
3541,0.01,0.730199,1.37096,30,26,0.38961,0.866667
3542,0.01,0.817691,1.376667,25,22,0.324675,0.88
3543,0.01,0.7436,1.342425,25,20,0.324675,0.8
3544,0.01,0.803968,1.382171,28,25,0.363636,0.892857
3545,0.01,0.828819,1.36218,26,22,0.337662,0.846154
3546,0.01,0.792682,1.321023,28,21,0.363636,0.75
3547,0.01,0.776914,1.345186,31,25,0.402597,0.806452
3548,0.01,0.860306,1.332913,27,21,0.350649,0.777778
3549,0.01,0.766492,1.354233,29,24,0.376623,0.827586
3550,0.01,0.846803,1.342425,30,24,0.38961,0.8
3551,0.01,0.796414,1.351597,28,23,0.363636,0.821429
3552,0.01,0.787542,1.33631,28,22,0.363636,0.785714
3553,0.01,0.688873,1.398512,29,27,0.376623,0.931034
3554,0.01,0.817162,1.313889,30,22,0.38961,0.733333
3555,0.01,0.814068,1.332913,27,21,0.350649,0.777778
3556,0.01,0.702957,1.380472,27,24,0.350649,0.888889
3557,0.01,0.903802,1.366884,21,18,0.272727,0.857143
3558,0.01,0.839585,1.37096,30,26,0.38961,0.866667
3559,0.01,0.653012,1.390811,23,21,0.298701,0.913043
3560,0.01,0.788011,1.321023,24,18,0.311688,0.75
3561,0.01,0.798258,1.374527,24,21,0.311688,0.875
3562,0.01,0.830407,1.368992,29,25,0.376623,0.862069
3563,0.01,0.860154,1.33631,28,22,0.363636,0.785714
3564,0.01,0.746769,1.368992,29,25,0.376623,0.862069
3565,0.01,0.742341,1.378643,26,23,0.337662,0.884615
3566,0.01,0.805377,1.33631,28,22,0.363636,0.785714
3567,0.01,0.736755,1.428031,29,29,0.376623,1.0
3568,0.01,0.768407,1.378643,26,23,0.337662,0.884615
3569,0.01,0.748076,1.356693,30,25,0.38961,0.833333
3570,0.01,0.773394,1.382171,28,25,0.363636,0.892857
3571,0.01,0.826443,1.392362,24,22,0.311688,0.916667
3572,0.01,0.815296,1.364619,27,23,0.350649,0.851852
3573,0.01,0.820653,1.339907,34,27,0.441558,0.794118
3574,0.01,0.750464,1.382171,28,25,0.363636,0.892857
3575,0.01,0.774668,1.382171,28,25,0.363636,0.892857
3576,0.01,0.766477,1.372801,31,27,0.402597,0.870968
3577,0.01,0.743549,1.359546,25,21,0.324675,0.84
3578,0.01,0.705552,1.396325,27,25,0.350649,0.925926
3579,0.01,0.853411,1.359546,25,21,0.324675,0.84
3580,0.01,0.662268,1.374527,32,28,0.415584,0.875
3581,0.01,0.807879,1.351597,28,23,0.363636,0.821429
3582,0.01,0.838453,1.351597,28,23,0.363636,0.821429
3583,0.01,0.833884,1.332913,27,21,0.350649,0.777778
3584,0.01,0.762302,1.37096,30,26,0.38961,0.866667
3585,0.01,0.747974,1.329255,26,20,0.337662,0.769231
3586,0.01,0.771376,1.346501,21,17,0.272727,0.809524
3587,0.01,0.705445,1.329255,26,20,0.337662,0.769231
3588,0.01,0.737405,1.346501,21,17,0.272727,0.809524
3589,0.01,0.797313,1.345717,26,21,0.337662,0.807692
3590,0.01,0.758536,1.348766,27,22,0.350649,0.814815
3591,0.01,0.687817,1.339473,29,23,0.376623,0.793103
3592,0.01,0.738273,1.36218,26,22,0.337662,0.846154
3593,0.01,0.851601,1.328157,30,23,0.38961,0.766667
3594,0.01,0.759025,1.383752,29,26,0.376623,0.896552
3595,0.01,0.729332,1.396325,27,25,0.350649,0.925926
3596,0.01,0.765561,1.374527,24,21,0.311688,0.875
3597,0.01,0.740094,1.345186,31,25,0.402597,0.806452
3598,0.01,0.772255,1.33631,28,22,0.363636,0.785714
3599,0.01,0.745325,1.348766,27,22,0.350649,0.814815
3600,0.01,0.718267,1.385228,30,27,0.38961,0.9
3601,0.01,0.763025,1.372801,31,27,0.402597,0.870968
3602,0.01,0.689507,1.331379,31,24,0.402597,0.774194
3603,0.01,0.730199,1.37096,30,26,0.38961,0.866667
3604,0.01,0.805315,1.299622,30,21,0.38961,0.7
3605,0.01,0.75351,1.312792,26,19,0.337662,0.730769
